Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000105401,chr19,10501810,10530797,3041,-,54.04,p13.2,protein_coding,CDC37,cell division cycle 37 [Source:HGNC Symbol;Acc:1735]
ENSG00000116031,chr2,71057347,71062952,1867,-,51.03,p13.3,protein_coding,CD207,"CD207 molecule, langerin [Source:HGNC Symbol;Acc:17935]"
ENSG00000161980,chr16,96407,103628,1889,-,48.84,p13.3,protein_coding,POLR3K,"polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa [Source:HGNC Symbol;Acc:14121]"
ENSG00000173401,chr12,75728419,75764340,1384,+,33.87,q21.2,protein_coding,GLIPR1L1,GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]
ENSG00000203668,chr1,241792155,241799232,7078,-,34.95,q43,protein_coding,CHML,choroideremia-like (Rab escort protein 2) [Source:HGNC Symbol;Acc:1941]
ENSG00000171453,chr6,43477440,43497323,2867,+,50.1,p21.1,protein_coding,POLR1C,"polymerase (RNA) I polypeptide C, 30kDa [Source:HGNC Symbol;Acc:20194]"
ENSG00000115866,chr2,136664247,136743670,4014,-,37.04,q21.3,protein_coding,DARS,aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:2678]
ENSG00000118922,chr13,74260226,74708394,11209,-,37.49,q22.1,protein_coding,KLF12,Kruppel-like factor 12 [Source:HGNC Symbol;Acc:6346]
ENSG00000154511,chr1,93307724,93427057,2574,-,39.49,p22.1,protein_coding,FAM69A,"family with sequence similarity 69, member A [Source:HGNC Symbol;Acc:32213]"
ENSG00000196670,chr5,180274611,180288286,4198,-,42.92,q35.3,protein_coding,ZFP62,ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:23241]
ENSG00000151690,chr2,191273081,191373931,6031,+,39.84,q32.2,protein_coding,MFSD6,major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:24711]
ENSG00000134240,chr1,120290619,120311528,2571,-,41.86,p12,protein_coding,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial) [Source:HGNC Symbol;Acc:5008]
ENSG00000155542,chr5,56205087,56221359,2535,+,38.6,q11.2,protein_coding,SETD9,SET domain containing 9 [Source:HGNC Symbol;Acc:28508]
ENSG00000039068,chr16,68771128,68869451,6154,+,46.89,q22.1,protein_coding,CDH1,"cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:1748]"
ENSG00000099999,chr22,30773835,30817760,3079,-,52.2,q12.2,protein_coding,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:33434]
ENSG00000185477,chr4,90157537,90229161,15205,-,39.05,q22.1,protein_coding,GPRIN3,GPRIN family member 3 [Source:HGNC Symbol;Acc:27733]
ENSG00000108963,chr17,1933404,1946724,5757,+,56.54,p13.3,protein_coding,DPH1,diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:3003]
ENSG00000052126,chr12,19282648,19529334,12596,+,38.1,p12.3,protein_coding,PLEKHA5,"pleckstrin homology domain containing, family A member 5 [Source:HGNC Symbol;Acc:30036]"
ENSG00000064961,chr19,3572775,3579086,3857,+,65.34,p13.3,protein_coding,HMG20B,high mobility group 20B [Source:HGNC Symbol;Acc:5002]
ENSG00000081665,chr19,19896648,19932560,8414,-,40.49,p13.11,protein_coding,ZNF506,zinc finger protein 506 [Source:HGNC Symbol;Acc:23780]
ENSG00000155093,chr7,157331750,158380480,5006,-,51.39,q36.3,protein_coding,PTPRN2,"protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:HGNC Symbol;Acc:9677]"
ENSG00000197619,chr19,52494585,52511483,4871,-,39.06,q13.41,protein_coding,ZNF615,zinc finger protein 615 [Source:HGNC Symbol;Acc:24740]
ENSG00000123144,chr19,12841454,12845589,1402,-,54.86,p13.2,protein_coding,C19orf43,chromosome 19 open reading frame 43 [Source:HGNC Symbol;Acc:28424]
ENSG00000100028,chr22,24951471,25005947,2544,+,50.71,q11.23,protein_coding,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide 18kDa [Source:HGNC Symbol;Acc:11160]
ENSG00000110328,chr11,11292423,11643552,3627,-,46.35,p15.3,protein_coding,GALNT18,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:30488]
ENSG00000102226,chrX,47092089,47107727,5269,+,48.33,p11.23,protein_coding,USP11,ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:12609]
ENSG00000110448,chr11,60869867,60895324,3221,+,52.96,q12.2,protein_coding,CD5,CD5 molecule [Source:HGNC Symbol;Acc:1685]
ENSG00000162892,chr1,207070788,207077484,1979,+,48.47,q32.1,protein_coding,IL24,interleukin 24 [Source:HGNC Symbol;Acc:11346]
ENSG00000172809,chr17,72199721,72206794,3829,+,48.98,q25.1,protein_coding,RPL38,ribosomal protein L38 [Source:HGNC Symbol;Acc:10349]
ENSG00000147421,chr8,28747911,28922281,6634,+,37.72,p21.1,protein_coding,HMBOX1,homeobox containing 1 [Source:HGNC Symbol;Acc:26137]
ENSG00000163624,chr4,85504132,85572491,4461,+,38.39,q21.23,protein_coding,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 [Source:HGNC Symbol;Acc:1800]
ENSG00000105492,chr19,52022779,52035110,2573,-,47.86,q13.41,protein_coding,SIGLEC6,sialic acid binding Ig-like lectin 6 [Source:HGNC Symbol;Acc:10875]
ENSG00000156298,chrX,38420623,38548169,3105,+,39.6,p11.4,protein_coding,TSPAN7,tetraspanin 7 [Source:HGNC Symbol;Acc:11854]
ENSG00000204482,chr6,31553901,31556686,2281,+,55.49,p21.33,protein_coding,LST1,leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:14189]
ENSG00000166743,chr16,20634559,20710212,2871,-,40.48,p12.3,protein_coding,ACSM1,acyl-CoA synthetase medium-chain family member 1 [Source:HGNC Symbol;Acc:18049]
ENSG00000147003,chrX,15645441,15683154,1578,-,39.96,p22.2,protein_coding,TMEM27,transmembrane protein 27 [Source:HGNC Symbol;Acc:29437]
ENSG00000107290,chr9,135136743,135230372,12140,-,41.0,q34.13,protein_coding,SETX,senataxin [Source:HGNC Symbol;Acc:445]
ENSG00000169740,chr10,44139307,44144304,1436,-,46.34,q11.21,protein_coding,ZNF32,zinc finger protein 32 [Source:HGNC Symbol;Acc:13095]
ENSG00000139719,chr12,122714111,122751068,7542,-,44.63,q24.31,protein_coding,VPS33A,vacuolar protein sorting 33 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:18179]
ENSG00000122257,chr16,24549014,24584184,9035,+,37.61,p12.1,protein_coding,RBBP6,retinoblastoma binding protein 6 [Source:HGNC Symbol;Acc:9889]
ENSG00000175895,chr8,96146032,96168912,3137,+,37.16,q22.1,protein_coding,PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]"
ENSG00000183655,chr15,86302554,86338261,3758,-,53.6,q25.3,protein_coding,KLHL25,kelch-like family member 25 [Source:HGNC Symbol;Acc:25732]
ENSG00000103150,chr16,83932731,83949787,5317,+,47.86,q23.3,protein_coding,MLYCD,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:7150]
ENSG00000253250,chr8,91970865,91997485,894,-,32.98,q21.3,protein_coding,C8orf88,chromosome 8 open reading frame 88 [Source:HGNC Symbol;Acc:44672]
ENSG00000151353,chr2,667335,677439,5044,-,53.39,p25.3,protein_coding,TMEM18,transmembrane protein 18 [Source:HGNC Symbol;Acc:25257]
ENSG00000181852,chr12,56598285,56615717,4211,-,48.38,q13.3,protein_coding,RNF41,ring finger protein 41 [Source:HGNC Symbol;Acc:18401]
ENSG00000172350,chr11,119019722,119033360,6268,+,54.49,q23.3,protein_coding,ABCG4,"ATP-binding cassette, sub-family G (WHITE), member 4 [Source:HGNC Symbol;Acc:13884]"
ENSG00000104886,chr19,2230002,2237703,4736,-,61.2,p13.3,protein_coding,PLEKHJ1,"pleckstrin homology domain containing, family J member 1 [Source:HGNC Symbol;Acc:18211]"
ENSG00000158966,chr1,64936428,65158741,6392,+,39.93,p31.3,protein_coding,CACHD1,cache domain containing 1 [Source:HGNC Symbol;Acc:29314]
ENSG00000197579,chr9,32540542,32552551,4098,-,42.02,p21.1,protein_coding,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21653]"
ENSG00000129673,chr17,74449433,74466199,2190,+,53.01,q25.1,protein_coding,AANAT,aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:19]
ENSG00000165630,chr10,13628927,13672868,1865,+,38.95,p13,protein_coding,PRPF18,pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:17351]
ENSG00000198399,chr2,24425733,24583583,12014,-,39.9,p23.3,protein_coding,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:6184]
ENSG00000205356,chr7,97843936,97881563,9096,-,56.22,q21.3,protein_coding,TECPR1,tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:22214]
ENSG00000136840,chr9,130670165,130679317,2630,-,56.63,q34.11,protein_coding,ST6GALNAC4,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:17846]"
ENSG00000154144,chr11,124492732,124505287,6620,+,40.07,q24.2,protein_coding,TBRG1,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:29551]
ENSG00000115687,chr2,242045514,242089679,10686,-,50.98,q37.3,protein_coding,PASK,PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:17270]
ENSG00000169403,chr1,28473677,28520447,4706,-,48.0,p35.3,protein_coding,PTAFR,platelet-activating factor receptor [Source:HGNC Symbol;Acc:9582]
ENSG00000140391,chr15,77336359,77376326,5893,-,41.61,q24.3,protein_coding,TSPAN3,tetraspanin 3 [Source:HGNC Symbol;Acc:17752]
ENSG00000170234,chr5,159488808,159546430,6507,-,42.31,q33.3,protein_coding,PWWP2A,PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406]
ENSG00000101082,chr20,35240721,35274619,2757,-,50.43,q11.23,protein_coding,SLA2,Src-like-adaptor 2 [Source:HGNC Symbol;Acc:17329]
ENSG00000197728,chr12,56435637,56438116,1600,+,46.94,q13.2,protein_coding,RPS26,ribosomal protein S26 [Source:HGNC Symbol;Acc:10414]
ENSG00000064995,chr6,34845555,34855866,1580,-,41.49,p21.31,protein_coding,TAF11,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa [Source:HGNC Symbol;Acc:11544]"
ENSG00000008710,chr16,2138711,2185899,18532,-,63.1,p13.3,protein_coding,PKD1,polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]
ENSG00000163584,chr3,170582664,170588272,2326,-,40.36,q26.2,protein_coding,RPL22L1,ribosomal protein L22-like 1 [Source:HGNC Symbol;Acc:27610]
ENSG00000155530,chr7,133812052,133949343,3249,+,39.59,q33,protein_coding,LRGUK,leucine-rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:21964]
ENSG00000103375,chr16,25227052,25240261,1421,+,50.27,p12.1,protein_coding,AQP8,aquaporin 8 [Source:HGNC Symbol;Acc:642]
ENSG00000150867,chr10,22823778,23003484,5088,-,41.89,p12.2,protein_coding,PIP4K2A,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:HGNC Symbol;Acc:8997]"
ENSG00000147485,chr8,52232138,52722005,5238,-,38.69,q11.23,protein_coding,PXDNL,peroxidasin homolog (Drosophila)-like [Source:HGNC Symbol;Acc:26359]
ENSG00000003393,chr2,202565277,202645912,10381,-,38.06,q33.1,protein_coding,ALS2,amyotrophic lateral sclerosis 2 (juvenile) [Source:HGNC Symbol;Acc:443]
ENSG00000100263,chr22,29655841,29664198,3014,-,56.01,q12.2,protein_coding,RHBDD3,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:1308]
ENSG00000109323,chr4,103552660,103682151,8422,-,39.25,q24,protein_coding,MANBA,"mannosidase, beta A, lysosomal [Source:HGNC Symbol;Acc:6831]"
ENSG00000188542,chr2,241499471,241503431,3709,+,53.35,q37.3,protein_coding,DUSP28,dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:33237]
ENSG00000065320,chr17,8924859,9147317,6431,+,49.77,p13.1,protein_coding,NTN1,netrin 1 [Source:HGNC Symbol;Acc:8029]
ENSG00000087510,chr20,55204358,55214339,3112,+,48.97,q13.31,protein_coding,TFAP2C,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) [Source:HGNC Symbol;Acc:11744]
ENSG00000187535,chr16,1560428,1662111,8168,-,54.44,p13.3,protein_coding,IFT140,intraflagellar transport 140 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:29077]
ENSG00000095539,chr10,102729275,102745628,5253,+,52.88,q24.31,protein_coding,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:HGNC Symbol;Acc:10735]"
ENSG00000123643,chr5,150816607,150871942,6980,+,42.72,q33.1,protein_coding,SLC36A1,"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]"
ENSG00000099256,chr10,25137536,25241533,2329,-,41.87,p12.1,protein_coding,PRTFDC1,phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:23333]
ENSG00000077097,chr3,25639475,25706398,5965,-,35.14,p24.2,protein_coding,TOP2B,topoisomerase (DNA) II beta 180kDa [Source:HGNC Symbol;Acc:11990]
ENSG00000085231,chr5,68646811,68665840,4050,-,41.64,q13.2,protein_coding,TAF9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa [Source:HGNC Symbol;Acc:11542]"
ENSG00000105063,chr19,55741148,55770363,6583,-,56.47,q13.42,protein_coding,PPP6R1,"protein phosphatase 6, regulatory subunit 1 [Source:HGNC Symbol;Acc:29195]"
ENSG00000164530,chr6,36922209,36932613,2190,+,55.08,p21.2,protein_coding,PI16,peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]
ENSG00000135454,chr12,58017193,58027138,8003,-,56.73,q13.3,protein_coding,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:HGNC Symbol;Acc:4117]"
ENSG00000101337,chr20,30697309,30755061,5415,+,47.45,q11.21,protein_coding,TM9SF4,transmembrane 9 superfamily protein member 4 [Source:HGNC Symbol;Acc:30797]
ENSG00000166920,chr15,45722727,45740959,1405,+,44.33,q21.1,protein_coding,C15orf48,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:29898]
ENSG00000112214,chr6,97010424,97064512,2135,+,35.38,q16.1,protein_coding,FHL5,four and a half LIM domains 5 [Source:HGNC Symbol;Acc:17371]
ENSG00000175662,chr17,17746828,17875736,7860,-,48.26,p11.2,protein_coding,TOM1L2,target of myb1-like 2 (chicken) [Source:HGNC Symbol;Acc:11984]
ENSG00000198246,chr10,73079015,73123142,2684,+,51.86,q22.1,protein_coding,SLC29A3,"solute carrier family 29 (equilibrative nucleoside transporter), member 3 [Source:HGNC Symbol;Acc:23096]"
ENSG00000256087,chr19,52534632,52598991,5985,-,41.15,q13.41,protein_coding,ZNF432,zinc finger protein 432 [Source:HGNC Symbol;Acc:20810]
ENSG00000179097,chr3,88039846,88042919,3074,+,33.96,p11.1,protein_coding,HTR1F,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled [Source:HGNC Symbol;Acc:5292]"
ENSG00000180596,chr6,26115101,26124154,834,-,37.87,p22.2,protein_coding,HIST1H2BC,"histone cluster 1, H2bc [Source:HGNC Symbol;Acc:4757]"
ENSG00000137364,chr6,18128542,18155305,3181,-,41.46,p22.3,protein_coding,TPMT,thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:12014]
ENSG00000181467,chr3,152880029,152886265,6237,+,42.02,q25.2,protein_coding,RAP2B,"RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:9862]"
ENSG00000066135,chr1,44115829,44171186,5172,+,46.75,p34.1,protein_coding,KDM4A,lysine (K)-specific demethylase 4A [Source:HGNC Symbol;Acc:22978]
ENSG00000111058,chr12,81331594,81650533,6121,+,35.56,q21.31,protein_coding,ACSS3,acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:24723]
ENSG00000086504,chr16,417384,420527,2404,-,64.85,p13.3,protein_coding,MRPL28,mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:14484]
ENSG00000197162,chr16,30585061,30597092,4340,-,49.75,p11.2,protein_coding,ZNF785,zinc finger protein 785 [Source:HGNC Symbol;Acc:26496]
ENSG00000131389,chr3,14444076,14530857,8262,+,52.21,p25.1,protein_coding,SLC6A6,"solute carrier family 6 (neurotransmitter transporter), member 6 [Source:HGNC Symbol;Acc:11052]"
ENSG00000037637,chr1,16573334,16678949,8984,-,43.85,p36.13,protein_coding,FBXO42,F-box protein 42 [Source:HGNC Symbol;Acc:29249]
ENSG00000155307,chr21,15857549,15955723,3152,-,36.17,q11.2,protein_coding,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:10528]"
ENSG00000181007,chr19,36874022,36909558,7506,-,40.74,q13.12,protein_coding,ZFP82,ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:28682]
ENSG00000160049,chr1,10516579,10532583,6622,-,48.52,p36.22,protein_coding,DFFA,"DNA fragmentation factor, 45kDa, alpha polypeptide [Source:HGNC Symbol;Acc:2772]"
ENSG00000198842,chr1,167063282,167098402,4304,+,44.81,q24.1,protein_coding,DUSP27,dual specificity phosphatase 27 (putative) [Source:HGNC Symbol;Acc:25034]
ENSG00000135341,chr6,91223292,91296764,7227,-,35.81,q15,protein_coding,MAP3K7,mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]
ENSG00000174697,chr7,127881337,127897681,3420,+,49.04,q32.1,protein_coding,LEP,leptin [Source:HGNC Symbol;Acc:6553]
ENSG00000125337,chr6,168396921,168445769,2797,+,47.15,q27,protein_coding,KIF25,kinesin family member 25 [Source:HGNC Symbol;Acc:6390]
ENSG00000115839,chr2,135809835,135933964,6675,+,37.96,q21.3,protein_coding,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic) [Source:HGNC Symbol;Acc:17063]
ENSG00000242110,chr5,33986283,34008220,4845,-,41.38,p13.2,protein_coding,AMACR,alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:451]
ENSG00000135845,chr1,172339329,172413230,5229,-,38.22,q24.3,protein_coding,PIGC,"phosphatidylinositol glycan anchor biosynthesis, class C [Source:HGNC Symbol;Acc:8960]"
ENSG00000161682,chr17,42430583,42441243,3592,-,60.61,q21.31,protein_coding,FAM171A2,"family with sequence similarity 171, member A2 [Source:HGNC Symbol;Acc:30480]"
ENSG00000165474,chr13,20761609,20767037,2427,-,49.22,q12.11,protein_coding,GJB2,"gap junction protein, beta 2, 26kDa [Source:HGNC Symbol;Acc:4284]"
ENSG00000142534,chr19,49999622,50002946,1390,+,53.05,q13.33,protein_coding,RPS11,ribosomal protein S11 [Source:HGNC Symbol;Acc:10384]
ENSG00000125247,chr13,101256181,101327347,6272,-,44.69,q32.3,protein_coding,TMTC4,transmembrane and tetratricopeptide repeat containing 4 [Source:HGNC Symbol;Acc:25904]
ENSG00000120594,chr10,20105168,20578785,12567,+,37.34,p12.31,protein_coding,PLXDC2,plexin domain containing 2 [Source:HGNC Symbol;Acc:21013]
ENSG00000131373,chr3,15602211,15643338,3034,-,39.05,p25.1,protein_coding,HACL1,2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:17856]
ENSG00000092330,chr14,24708849,24711880,2712,-,53.3,q12,protein_coding,TINF2,TERF1 (TRF1)-interacting nuclear factor 2 [Source:HGNC Symbol;Acc:11824]
ENSG00000151365,chr11,77774907,77779397,1174,+,48.65,q14.1,protein_coding,THRSP,thyroid hormone responsive [Source:HGNC Symbol;Acc:11800]
ENSG00000188732,chr7,23719749,23742868,7458,+,40.02,p15.3,protein_coding,FAM221A,"family with sequence similarity 221, member A [Source:HGNC Symbol;Acc:27977]"
ENSG00000144161,chr2,112969102,113012713,6600,-,38.5,q13,protein_coding,ZC3H8,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:30941]
ENSG00000147437,chr8,25276776,25282170,1762,-,39.78,p21.2,protein_coding,GNRH1,gonadotropin-releasing hormone 1 (luteinizing-releasing hormone) [Source:HGNC Symbol;Acc:4419]
ENSG00000169105,chr15,40763160,40765353,2194,+,62.03,q15.1,protein_coding,CHST14,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 [Source:HGNC Symbol;Acc:24464]
ENSG00000187531,chr17,79869815,79879199,6152,-,57.62,q25.3,protein_coding,SIRT7,sirtuin 7 [Source:HGNC Symbol;Acc:14935]
ENSG00000146054,chr5,180620924,180632293,7338,-,55.11,q35.3,protein_coding,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:16278]
ENSG00000147403,chrX,153618315,153637504,4825,+,54.26,q28,protein_coding,RPL10,ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]
ENSG00000110700,chr11,17095936,17099334,2186,-,46.54,p15.1,protein_coding,RPS13,ribosomal protein S13 [Source:HGNC Symbol;Acc:10386]
ENSG00000187735,chr8,54879112,54935089,4391,-,39.44,q11.23,protein_coding,TCEA1,"transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:11612]"
ENSG00000137225,chr6,44126548,44152139,3561,+,51.57,p21.1,protein_coding,CAPN11,calpain 11 [Source:HGNC Symbol;Acc:1478]
ENSG00000105379,chr19,51848423,51869672,6526,-,51.5,q13.41,protein_coding,ETFB,"electron-transfer-flavoprotein, beta polypeptide [Source:HGNC Symbol;Acc:3482]"
ENSG00000169826,chr10,43633934,43680756,3752,+,38.88,q11.21,protein_coding,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:24292]
ENSG00000183134,chr11,60618413,60623444,2895,-,56.68,q12.2,protein_coding,PTGDR2,prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:4502]
ENSG00000110492,chr11,46402306,46405375,2170,+,66.35,p11.2,protein_coding,MDK,midkine (neurite growth-promoting factor 2) [Source:HGNC Symbol;Acc:6972]
ENSG00000147573,chr8,67039131,67087720,3079,+,40.98,q13.1,protein_coding,TRIM55,tripartite motif containing 55 [Source:HGNC Symbol;Acc:14215]
ENSG00000086712,chrX,16804550,16862642,4460,+,42.93,p22.2,protein_coding,TXLNG,taxilin gamma [Source:HGNC Symbol;Acc:18578]
ENSG00000182378,chrX,192989,220023,6191,+,53.82,p22.33,protein_coding,PLCXD1,"phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:HGNC Symbol;Acc:23148]"
ENSG00000213024,chr19,50410082,50433020,6020,-,54.29,q13.33,protein_coding,NUP62,nucleoporin 62kDa [Source:HGNC Symbol;Acc:8066]
ENSG00000152990,chr4,22346694,22517677,9241,-,39.05,p15.2,protein_coding,GPR125,G protein-coupled receptor 125 [Source:HGNC Symbol;Acc:13839]
ENSG00000135521,chr6,144164481,144184949,1847,+,39.74,q24.2,protein_coding,LTV1,LTV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21173]
ENSG00000136451,chr17,56048910,56065620,4911,-,40.95,q22,protein_coding,VEZF1,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:12949]
